Date,Time_Hour,Month,Area Name,Road/Intersection Name,Event,Spectator_Count,Traffic Volume,Average Speed,Travel Time Index,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Congestion Level,Road_DNA_Score,Reroute_Reason
2025-04-17,23,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,32415,110533,6.73,3.36,108.35,4,167.09,74.74,87.12,93.21,1385,Light Rain,Yes,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,415 spectators). Heavy crowd movement on Kasturba Road during peak match hours (23:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-03-11,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,30002,117072,10.13,3.22,104.04,0,158.94,65.86,89.8,99.73,1439,Thunderstorm,No,High,78,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,002 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-04-22,19,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,28529,95973,8.13,4.09,92.47,2,148.73,79.89,72.38,92.75,1230,Light Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,529 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-03-20,16,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,31896,110248,10.77,3.71,112.45,0,159.66,83.99,89.76,86.58,3186,Light Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 31,896 spectators). Heavy crowd movement on MG Road during peak match hours (16:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-03-15,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs SRH,33956,85856,10.28,3.97,114.96,0,176.59,81.08,77.28,93.22,812,Thunderstorm,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,956 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-17,19,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,32221,85821,13.84,4.46,92.0,1,176.09,67.67,72.46,96.51,3338,Clear,No,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,221 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-26,21,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs GT,29917,104959,7.53,3.15,107.01,0,165.5,68.12,89.64,93.68,2275,Heavy Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 29,917 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-03-19,23,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs GT,31549,100675,6.85,3.08,93.3,3,133.12,79.42,88.36,91.16,1554,Thunderstorm,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,549 spectators). Heavy crowd movement on Kasturba Road during peak match hours (23:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-04-05,21,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,29702,81628,21.24,2.13,87.82,2,175.03,84.26,84.0,98.37,848,Thunderstorm,No,Medium,59,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 29,702 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 59. Reroute via Richmond Road flyover."
2025-03-08,19,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,32950,101985,8.58,3.31,100.92,2,185.05,73.57,84.44,93.97,3066,Light Rain,Yes,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,950 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-04-13,17,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs MI,31823,86336,11.12,3.66,112.74,1,143.4,71.34,80.82,92.63,1366,Light Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,823 spectators). Heavy crowd movement on Cubbon Road during peak match hours (17:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-04-03,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,30940,108585,6.64,2.6,107.7,0,137.29,85.6,82.37,86.38,2206,Light Rain,Yes,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,940 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-04,19,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,30821,110445,9.11,2.54,102.47,1,146.59,79.15,85.18,92.02,1745,Light Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,821 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-03-06,16,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,34868,106109,12.44,2.98,98.39,3,127.6,79.92,70.15,89.54,1003,Light Rain,No,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,868 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-17,18,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs KKR,30827,91566,8.2,3.36,100.78,1,120.5,78.78,83.1,90.73,3440,Thunderstorm,No,High,81,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 30,827 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-04-18,22,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs SRH,33638,124311,13.85,2.5,93.51,4,135.46,65.93,72.01,94.43,1766,Light Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,638 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-25,21,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,28929,116974,11.2,2.68,97.93,3,145.31,83.97,81.03,86.68,3010,Heavy Rain,Yes,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 28,929 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-05-16,23,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,33822,122243,11.75,3.28,110.46,4,163.44,76.99,79.03,85.09,3313,Clear,No,High,85,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,822 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-22,19,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs RR,34147,98925,11.51,3.79,114.17,2,149.03,81.27,77.71,88.17,1780,Heavy Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 34,147 spectators). Heavy crowd movement on Richmond Road during peak match hours (19:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-04-09,23,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,29764,104639,7.2,3.24,102.3,1,125.8,68.68,81.71,86.44,2392,Light Rain,Yes,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,764 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-04-16,21,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,34955,69524,22.69,1.89,72.27,3,180.28,86.78,71.65,87.89,822,Thunderstorm,Yes,Medium,62,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,955 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 62. Reroute via Richmond Road flyover."
2025-04-16,18,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,28713,100508,12.94,3.89,97.64,4,179.4,84.4,83.18,92.93,1736,Clear,No,High,83,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,713 spectators). Heavy crowd movement on Residency Road during peak match hours (18:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-03-13,20,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs GT,33582,124078,6.5,4.34,112.77,2,175.64,65.95,76.94,93.72,2838,Heavy Rain,Yes,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,582 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-03-23,22,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,34857,125844,12.34,2.78,98.83,0,171.8,80.82,76.28,99.09,3161,Heavy Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,857 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-23,21,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,28589,72770,21.08,1.61,87.67,0,154.94,64.14,84.71,97.46,1065,Clear,Yes,Medium,61,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 28,589 spectators). Heavy crowd movement on Residency Road during peak match hours (21:00). Road DNA: 61. Reroute via Richmond Road flyover."
2025-03-12,22,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,28329,99361,10.01,3.91,101.25,3,156.2,65.36,80.78,97.44,2835,Heavy Rain,No,Severe,89,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 28,329 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-05-26,23,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,34215,92445,10.62,3.69,96.17,4,158.37,65.2,80.15,91.51,1335,Heavy Rain,Yes,Severe,86,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,215 spectators). Heavy crowd movement on Kasturba Road during peak match hours (23:00). Road DNA: 86. Reroute via Richmond Road flyover."
2025-05-26,18,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,29483,108076,10.12,3.99,92.12,2,183.02,61.08,73.68,94.86,2903,Light Rain,No,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 29,483 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-04-01,16,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,33600,121173,9.44,2.95,105.56,2,170.98,80.45,88.96,89.28,1555,Light Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,600 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-23,18,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,33280,110619,8.02,3.12,94.35,4,149.25,69.79,83.64,95.95,2297,Thunderstorm,Yes,High,85,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,280 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-04-13,19,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,29550,96716,10.08,3.93,108.61,1,187.54,89.03,86.95,95.54,1009,Thunderstorm,No,High,92,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 29,550 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-03-04,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs MI,34717,96418,10.66,3.01,101.3,3,124.38,82.78,79.7,95.52,1619,Heavy Rain,Yes,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 34,717 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-05-08,18,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs MI,29245,108495,11.08,3.51,111.9,4,145.9,85.71,74.74,87.44,1949,Light Rain,No,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 29,245 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-16,20,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,32606,96390,7.96,3.61,114.04,2,138.67,78.43,79.59,85.32,1267,Heavy Rain,Yes,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 32,606 spectators). Heavy crowd movement on Residency Road during peak match hours (20:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-04-26,22,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs LSG,30879,113848,8.73,4.39,96.9,0,143.75,62.17,79.65,93.3,2807,Heavy Rain,No,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,879 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-01,18,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,31144,120957,12.72,2.72,100.36,3,175.56,67.64,73.99,95.09,1758,Clear,Yes,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,144 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (18:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-03-27,17,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,31933,106773,7.65,3.18,93.25,3,122.77,63.67,77.94,93.71,1867,Clear,Yes,High,89,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,933 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 89. Reroute via Richmond Road flyover."
2025-04-21,19,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs CSK,33120,117494,6.6,3.06,98.55,0,170.92,62.23,71.26,95.15,1985,Heavy Rain,Yes,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,120 spectators). Heavy crowd movement on MG Road during peak match hours (19:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-05-01,23,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,34794,99138,8.24,3.89,93.13,3,168.89,67.28,78.36,99.22,2470,Clear,Yes,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 34,794 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (23:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-05-12,17,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,30990,94274,12.12,4.2,96.81,1,122.93,89.07,78.09,98.9,1154,Heavy Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,990 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-03,23,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,30748,94888,11.07,3.33,105.06,0,138.69,61.87,70.83,89.38,3308,Light Rain,No,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,748 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-02,16,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs DC,34489,93428,8.41,2.74,95.38,3,141.19,88.01,78.44,90.98,1367,Light Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,489 spectators). Heavy crowd movement on Richmond Road during peak match hours (16:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-15,22,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,33401,94247,12.71,3.99,92.56,0,144.02,64.71,72.31,93.53,2006,Light Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 33,401 spectators). Heavy crowd movement on Residency Road during peak match hours (22:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-05-22,17,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs CSK,32462,112644,7.0,3.51,107.78,0,149.87,69.97,80.17,92.94,955,Light Rain,Yes,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,462 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-14,21,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,29049,61117,21.5,1.75,71.23,0,126.44,80.42,72.97,96.3,3234,Clear,No,Medium,73,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 29,049 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 73. Reroute via Richmond Road flyover."
2025-05-03,17,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,32737,92870,7.11,2.8,100.18,2,143.33,60.79,80.23,90.81,2511,Thunderstorm,Yes,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,737 spectators). Heavy crowd movement on Residency Road during peak match hours (17:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-03-19,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs LSG,28704,127456,9.73,3.88,109.04,2,161.94,79.07,79.95,98.36,1878,Clear,Yes,High,78,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,704 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-03-07,16,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,28109,106999,9.55,3.07,108.33,0,150.8,86.89,80.91,97.8,2456,Light Rain,No,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,109 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-04-09,23,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,32300,88962,11.3,3.78,106.42,3,125.82,65.66,81.7,96.14,2760,Light Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,300 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-04-13,16,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,32489,57988,19.83,1.84,78.93,3,122.65,73.8,89.04,87.03,3210,Clear,Yes,Medium,58,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 32,489 spectators). Heavy crowd movement on Residency Road during peak match hours (16:00). Road DNA: 58. Reroute via Richmond Road flyover."
2025-04-23,19,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,29721,95683,11.89,3.26,95.63,1,136.91,81.78,72.72,99.17,3238,Light Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 29,721 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-17,21,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,28611,63702,24.41,1.82,86.55,2,129.65,83.43,80.87,89.23,2185,Clear,Yes,Medium,62,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 28,611 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 62. Reroute via Richmond Road flyover."
2025-04-10,23,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,34428,108300,11.02,4.28,104.59,1,134.0,74.72,83.33,87.91,2235,Clear,No,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,428 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-15,23,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,32722,120169,9.14,4.25,95.83,2,129.6,75.21,71.72,88.51,1680,Light Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,722 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-05-12,19,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs MI,34496,108730,12.22,2.99,97.25,4,122.3,66.81,72.45,99.9,2341,Thunderstorm,No,High,93,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 34,496 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-04-08,18,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs KKR,29048,118585,9.24,4.26,100.24,2,188.88,88.41,79.21,94.03,3423,Light Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 29,048 spectators). Heavy crowd movement on Kasturba Road during peak match hours (18:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-05-16,16,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,28286,120358,10.05,3.43,97.65,1,189.57,88.11,78.51,97.24,3291,Heavy Rain,Yes,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,286 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 94. Reroute via Richmond Road flyover."
